銘柄コード,銘柄名,市場区分,日経225採否
5162,朝日ラバー,スタンダード（内国株式）,False
5184,ニチリン,スタンダード（内国株式）,False
5185,フコク,プライム（内国株式）,False
5186,ニッタ,プライム（内国株式）,False
5187,クリエートメディック,スタンダード（内国株式）,False
5189,櫻護謨,スタンダード（内国株式）,False
5191,住友理工,プライム（内国株式）,False
5192,三ツ星ベルト,プライム（内国株式）,False
5194,相模ゴム工業,スタンダード（内国株式）,False
5195,バンドー化学,プライム（内国株式）,False
5199,不二ラテックス,スタンダード（内国株式）,False
5201,ＡＧＣ,プライム（内国株式）,True
5202,日本板硝子,プライム（内国株式）,False
5204,石塚硝子,スタンダード（内国株式）,False
5208,有沢製作所,プライム（内国株式）,False
5210,日本山村硝子,スタンダード（内国株式）,False
5214,日本電気硝子,プライム（内国株式）,True
5216,倉元製作所,スタンダード（内国株式）,False
5218,オハラ,スタンダード（内国株式）,False
5232,住友大阪セメント,プライム（内国株式）,False
5233,太平洋セメント,プライム（内国株式）,True
5237,ノザワ,スタンダード（内国株式）,False
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース（内国株式）,False
5242,アイズ,グロース（内国株式）,False
5243,ｎｏｔｅ,グロース（内国株式）,False
5244,ｊｉｇ．ｊｐ,グロース（内国株式）,False
5246,ＥＬＥＭＥＮＴＳ,グロース（内国株式）,False
5247,ＢＴＭ,グロース（内国株式）,False
5248,テクノロジーズ,グロース（内国株式）,False
5250,プライム・ストラテジー,スタンダード（内国株式）,False
5252,日本ナレッジ,グロース（内国株式）,False
5253,カバー,グロース（内国株式）,False
5254,Ａｒｅｎｔ,グロース（内国株式）,False
5255,モンスターラボ,グロース（内国株式）,False
5256,Ｆｕｓｉｃ,グロース（内国株式）,False
5257,ノバシステム,スタンダード（内国株式）,False
5258,トランザクション・メディア・ネットワークス,グロース（内国株式）,False
5259,ＢＢＤイニシアティブ,グロース（内国株式）,False
5261,リソルホールディングス,プライム（内国株式）,False
5262,日本ヒューム,プライム（内国株式）,False
5268,旭コンクリート工業,スタンダード（内国株式）,False
5269,日本コンクリート工業,プライム（内国株式）,False
5271,トーヨーアサノ,スタンダード（内国株式）,False
5273,三谷セキサン,スタンダード（内国株式）,False
5279,日本興業,スタンダード（内国株式）,False
5280,ヨシコン,スタンダード（内国株式）,False
5282,ジオスター,スタンダード（内国株式）,False
5283,高見澤,スタンダード（内国株式）,False
5284,ヤマウホールディングス,スタンダード（内国株式）,False
5285,ヤマックス,スタンダード（内国株式）,False
5287,イトーヨーギョー,スタンダード（内国株式）,False
5288,アジアパイルホールディングス,プライム（内国株式）,False
5290,ベルテクスコーポレーション,スタンダード（内国株式）,False
5301,東海カーボン,プライム（内国株式）,True
5302,日本カーボン,プライム（内国株式）,False
5304,ＳＥＣカーボン,スタンダード（内国株式）,False
5310,東洋炭素,プライム（内国株式）,False
5331,ノリタケ,プライム（内国株式）,False
5332,ＴＯＴＯ,プライム（内国株式）,True
5333,日本碍子,プライム（内国株式）,True
5334,日本特殊陶業,プライム（内国株式）,False
5337,ダントーホールディングス,スタンダード（内国株式）,False
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,スタンダード（内国株式）,False
5344,ＭＡＲＵＷＡ,プライム（内国株式）,False
5351,品川リフラクトリーズ,プライム（内国株式）,False
5352,黒崎播磨,プライム（内国株式）,False
5355,日本坩堝,スタンダード（内国株式）,False
5356,美濃窯業,スタンダード（内国株式）,False
5357,ヨータイ,プライム（内国株式）,False
5363,東京窯業,スタンダード（内国株式）,False
5367,ニッカトー,スタンダード（内国株式）,False
5368,日本インシュレーション,スタンダード（内国株式）,False
5380,新東,スタンダード（内国株式）,False
5381,Ｍｉｐｏｘ,スタンダード（内国株式）,False
5384,フジミインコーポレーテッド,プライム（内国株式）,False
5386,鶴弥,スタンダード（内国株式）,False
5388,クニミネ工業,スタンダード（内国株式）,False
5391,エーアンドエーマテリアル,スタンダード（内国株式）,False
5393,ニチアス,プライム（内国株式）,False
5401,日本製鉄,プライム（内国株式）,True
5406,神戸製鋼所,プライム（内国株式）,True
5408,中山製鋼所,プライム（内国株式）,False
5410,合同製鐵,プライム（内国株式）,False
5411,ＪＦＥホールディングス,プライム（内国株式）,True
5423,東京製鐵,プライム（内国株式）,False
5440,共英製鋼,プライム（内国株式）,False
5444,大和工業,プライム（内国株式）,False
5445,東京鐵鋼,プライム（内国株式）,False
5446,北越メタル,スタンダード（内国株式）,False
5449,大阪製鐵,スタンダード（内国株式）,False
5451,淀川製鋼所,プライム（内国株式）,False
5458,高砂鐵工,スタンダード（内国株式）,False
5461,中部鋼鈑,プライム（内国株式）,False
5463,丸一鋼管,プライム（内国株式）,False
5464,モリ工業,スタンダード（内国株式）,False
5471,大同特殊鋼,プライム（内国株式）,False
5476,日本高周波鋼業,スタンダード（内国株式）,False
5480,日本冶金工業,プライム（内国株式）,False
5482,愛知製鋼,プライム（内国株式）,False
5484,東北特殊鋼,スタンダード（内国株式）,False
5491,日本金属,スタンダード（内国株式）,False
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,False
5532,リアルゲイト,グロース（内国株式）,False
5533,エリッツホールディングス,スタンダード（内国株式）,False
5535,ミガロホールディングス,プライム（内国株式）,False
5541,大平洋金属,プライム（内国株式）,False
5542,新報国マテリアル,スタンダード（内国株式）,False
5563,新日本電工,プライム（内国株式）,False
5570,ジェノバ,グロース（内国株式）,False
5571,エキサイトホールディングス,スタンダード（内国株式）,False
5572,Ｒｉｄｇｅ－ｉ,グロース（内国株式）,False
5574,ＡＢＥＪＡ,グロース（内国株式）,False
5575,Ｇｌｏｂｅｅ,グロース（内国株式）,False
5576,オービーシステム,スタンダード（内国株式）,False
5577,アイデミー,グロース（内国株式）,False
5578,ＡＲアドバンストテクノロジ,グロース（内国株式）,False
5580,プロディライト,グロース（内国株式）,False
5582,グリッド,グロース（内国株式）,False
5586,Ｌａｂｏｒｏ．ＡＩ,グロース（内国株式）,False
5587,インバウンドプラットフォーム,グロース（内国株式）,False
5588,ファーストアカウンティング,グロース（内国株式）,False
5589,オートサーバー,スタンダード（内国株式）,False
5590,ネットスターズ,グロース（内国株式）,False
5591,ＡＶＩＬＥＮ,グロース（内国株式）,False
5592,くすりの窓口,グロース（内国株式）,False
5595,ＱＰＳ研究所,グロース（内国株式）,False
5596,アウトルックコンサルティング,グロース（内国株式）,False
5597,ブルーイノベーション,グロース（内国株式）,False
5599,Ｓ＆Ｊ,グロース（内国株式）,False
5602,栗本鐵工所,プライム（内国株式）,False
5603,虹技,スタンダード（内国株式）,False
5609,日本鋳造,スタンダード（内国株式）,False
5612,日本鋳鉄管,スタンダード（内国株式）,False
5616,雨風太陽,グロース（内国株式）,False
5618,ナイル,グロース（内国株式）,False
5619,マーソ,グロース（内国株式）,False
5621,ヒューマンテクノロジーズ,グロース（内国株式）,False
5631,日本製鋼所,プライム（内国株式）,True
5632,三菱製鋼,プライム（内国株式）,False
5644,メタルアート,スタンダード（内国株式）,False
5658,日亜鋼業,スタンダード（内国株式）,False
5659,日本精線,プライム（内国株式）,False
5660,神鋼鋼線工業,スタンダード（内国株式）,False
5695,パウダーテック,スタンダード（内国株式）,False
5697,サンユウ,スタンダード（内国株式）,False
5698,エンビプロ・ホールディングス,プライム（内国株式）,False
5699,イボキン,スタンダード（内国株式）,False
5702,大紀アルミニウム工業所,プライム（内国株式）,False
5703,日本軽金属ホールディングス,プライム（内国株式）,False
5704,ＪＭＣ,グロース（内国株式）,False
5706,三井金属鉱業,プライム（内国株式）,True
5707,東邦亜鉛,プライム（内国株式）,False
5711,三菱マテリアル,プライム（内国株式）,True
5713,住友金属鉱山,プライム（内国株式）,True
5714,ＤＯＷＡホールディングス,プライム（内国株式）,True
5715,古河機械金属,プライム（内国株式）,False
5721,エス・サイエンス,スタンダード（内国株式）,False
5724,アサカ理研,スタンダード（内国株式）,False
5726,大阪チタニウムテクノロジーズ,プライム（内国株式）,False
5727,東邦チタニウム,プライム（内国株式）,False
5729,日本精鉱,スタンダード（内国株式）,False
5741,ＵＡＣＪ,プライム（内国株式）,False
5742,エヌアイシ・オートテック,スタンダード（内国株式）,False
5753,日本伸銅,スタンダード（内国株式）,False
5757,ＣＫサンエツ,プライム（内国株式）,False
5801,古河電気工業,プライム（内国株式）,True
5802,住友電気工業,プライム（内国株式）,True
5803,フジクラ,プライム（内国株式）,True
5805,ＳＷＣＣ,プライム（内国株式）,False
5816,オーナンバ,スタンダード（内国株式）,False
5817,ＪＭＡＣＳ,スタンダード（内国株式）,False
5819,カナレ電気,スタンダード（内国株式）,False
5820,三ッ星,スタンダード（内国株式）,False
5821,平河ヒューテック,プライム（内国株式）,False
5830,いよぎんホールディングス,プライム（内国株式）,False
5831,しずおかフィナンシャルグループ,プライム（内国株式）,True
5832,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,False
5834,ＳＢＩリーシングサービス,グロース（内国株式）,False
5838,楽天銀行,プライム（内国株式）,False
5842,インテグラル,グロース（内国株式）,False
5843,ニッポンインシュア,スタンダード（内国株式）,False
5844,京都フィナンシャルグループ,プライム（内国株式）,False
5845,全保連,スタンダード（内国株式）,False
5851,リョービ,プライム（内国株式）,False
5852,アーレスティ,プライム（内国株式）,False
5856,エルアイイーエイチ,スタンダード（内国株式）,False
5857,ＡＲＥホールディングス,プライム（内国株式）,False
5858,ＳＴＧ,グロース（内国株式）,False
5867,エスネットワークス,グロース（内国株式）,False
5868,ロココ,スタンダード（内国株式）,False
5869,早稲田学習研究会,スタンダード（内国株式）,False
5870,ナルネットコミュニケーションズ,グロース（内国株式）,False
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,False
5884,クラダシ,グロース（内国株式）,False
5885,ジーデップ・アドバンス,スタンダード（内国株式）,False
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース（内国株式）,False
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,False
5891,魁力屋,スタンダード（内国株式）,False
5892,ｙｕｔｏｒｉ,グロース（内国株式）,False
5900,ダイケン,スタンダード（内国株式）,False
5901,東洋製罐グループホールディングス,プライム（内国株式）,False
5902,ホッカンホールディングス,プライム（内国株式）,False
5903,シンポ,スタンダード（内国株式）,False
5905,日本製罐,スタンダード（内国株式）,False
5906,エムケー精工,スタンダード（内国株式）,False
5909,コロナ,スタンダード（内国株式）,False
5911,横河ブリッジホールディングス,プライム（内国株式）,False
5915,駒井ハルテック,スタンダード（内国株式）,False
5918,瀧上工業,スタンダード（内国株式）,False
5921,川岸工業,スタンダード（内国株式）,False
5922,那須電機鉄工,スタンダード（内国株式）,False
5923,高田機工,スタンダード（内国株式）,False
5928,アルメタックス,スタンダード（内国株式）,False
5929,三和ホールディングス,プライム（内国株式）,False
5930,文化シヤッター,プライム（内国株式）,False
5932,三協立山,プライム（内国株式）,False
5933,アルインコ,プライム（内国株式）,False
5936,東洋シヤッター,スタンダード（内国株式）,False
5938,ＬＩＸＩＬ,プライム（内国株式）,False
5939,大谷工業,スタンダード（内国株式）,False
5940,不二サッシ,スタンダード（内国株式）,False
5941,中西製作所,スタンダード（内国株式）,False
5942,日本フイルコン,スタンダード（内国株式）,False
5943,ノーリツ,プライム（内国株式）,False
5945,天龍製鋸,スタンダード（内国株式）,False
5946,長府製作所,プライム（内国株式）,False
5947,リンナイ,プライム（内国株式）,False
5949,ユニプレス,プライム（内国株式）,False
5950,日本パワーファスニング,スタンダード（内国株式）,False
5951,ダイニチ工業,スタンダード（内国株式）,False
5952,アマテイ,スタンダード（内国株式）,False
5955,ワイズホールディングス,スタンダード（内国株式）,False
5956,トーソー,スタンダード（内国株式）,False
5957,日東精工,プライム（内国株式）,False
5958,三洋工業,スタンダード（内国株式）,False
5959,岡部,プライム（内国株式）,False
5962,浅香工業,スタンダード（内国株式）,False
5965,フジマック,スタンダード（内国株式）,False
5966,京都機械工具,スタンダード（内国株式）,False
5967,ＴＯＮＥ,スタンダード（内国株式）,False
5969,ロブテックス,スタンダード（内国株式）,False
5970,ジーテクト,プライム（内国株式）,False
5971,共和工業所,スタンダード（内国株式）,False
5973,トーアミ,スタンダード（内国株式）,False
5974,中国工業,スタンダード（内国株式）,False
5975,東プレ,プライム（内国株式）,False
5976,高周波熱錬,プライム（内国株式）,False
5981,東京製綱,プライム（内国株式）,False
5982,マルゼン,スタンダード（内国株式）,False
5983,イワブチ,スタンダード（内国株式）,False
5984,兼房,スタンダード（内国株式）,False
5985,サンコール,スタンダード（内国株式）,False
5986,モリテック　スチール,スタンダード（内国株式）,False
5987,オーネックス,スタンダード（内国株式）,False
5988,パイオラックス,プライム（内国株式）,False
5989,エイチワン,プライム（内国株式）,False
5990,スーパーツール,スタンダード（内国株式）,False
5991,日本発條,プライム（内国株式）,False
5992,中央発條,スタンダード（内国株式）,False
5994,ファインシンター,スタンダード（内国株式）,False
5997,協立エアテック,スタンダード（内国株式）,False
5998,アドバネクス,スタンダード（内国株式）,False
6005,三浦工業,プライム（内国株式）,False
6013,タクマ,プライム（内国株式）,False
6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,False
6018,阪神内燃機工業,スタンダード（内国株式）,False
6022,赤阪鐵工所,スタンダード（内国株式）,False
6023,ダイハツインフィニアース,スタンダード（内国株式）,False
6026,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,False
6027,弁護士ドットコム,グロース（内国株式）,False
6028,テクノプロ・ホールディングス,プライム（内国株式）,False
6029,アトラグループ,スタンダード（内国株式）,False
6030,アドベンチャー,グロース（内国株式）,False
6031,ＺＥＴＡ,グロース（内国株式）,False
6033,エクストリーム,グロース（内国株式）,False
6034,ＭＲＴ,グロース（内国株式）,False
6035,アイ・アールジャパンホールディングス,プライム（内国株式）,False
6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,False
6037,楽待,スタンダード（内国株式）,False
6038,イード,グロース（内国株式）,False
6039,日本動物高度医療センター,グロース（内国株式）,False
6040,日本スキー場開発,グロース（内国株式）,False
6042,ニッキ,スタンダード（内国株式）,False
6044,三機サービス,スタンダード（内国株式）,False
6045,レントラックス,グロース（内国株式）,False
6046,リンクバル,グロース（内国株式）,False
6047,Ｇｕｎｏｓｙ,プライム（内国株式）,False
6048,デザインワン・ジャパン,スタンダード（内国株式）,False
6049,イトクロ,グロース（内国株式）,False
6050,イー・ガーディアン,プライム（内国株式）,False
6054,リブセンス,スタンダード（内国株式）,False
6055,ジャパンマテリアル,プライム（内国株式）,False
6058,ベクトル,プライム（内国株式）,False
6059,ウチヤマホールディングス,スタンダード（内国株式）,False
6060,こころネット,スタンダード（内国株式）,False
6061,ユニバーサル園芸社,スタンダード（内国株式）,False
6062,チャーム・ケア・コーポレーション,プライム（内国株式）,False
6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）,False
6069,トレンダーズ,グロース（内国株式）,False
6070,キャリアリンク,プライム（内国株式）,False
6071,ＩＢＪ,プライム（内国株式）,False
6072,地盤ネットホールディングス,グロース（内国株式）,False
6073,アサンテ,プライム（内国株式）,False
6074,ジェイエスエス,スタンダード（内国株式）,False
6078,バリューＨＲ,プライム（内国株式）,False
6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,False
6081,アライドアーキテクツ,グロース（内国株式）,False
6082,ライドオンエクスプレスホールディングス,スタンダード（内国株式）,False
6083,ＥＲＩホールディングス,スタンダード（内国株式）,False
6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）,False
6086,シンメンテホールディングス,グロース（内国株式）,False
6087,アビスト,スタンダード（内国株式）,False
6088,シグマクシス・ホールディングス,プライム（内国株式）,False
6089,ウィルグループ,プライム（内国株式）,False
6090,ヒューマン・メタボローム・テクノロジーズ,スタンダード（内国株式）,False
6091,ウエスコホールディングス,スタンダード（内国株式）,False
6092,エンバイオ・ホールディングス,スタンダード（内国株式）,False
6093,エスクロー・エージェント・ジャパン,スタンダード（内国株式）,False
6094,フリークアウト・ホールディングス,グロース（内国株式）,False
6095,メドピア,プライム（内国株式）,False
6096,レアジョブ,スタンダード（内国株式）,False
6098,リクルートホールディングス,プライム（内国株式）,True
6099,エラン,プライム（内国株式）,False
6101,ツガミ,プライム（内国株式）,False
6103,オークマ,プライム（内国株式）,True
6104,芝浦機械,プライム（内国株式）,False
6113,アマダ,プライム（内国株式）,True
6118,アイダエンジニアリング,プライム（内国株式）,False
6125,岡本工作機械製作所,スタンダード（内国株式）,False
6134,ＦＵＪＩ,プライム（内国株式）,False
6135,牧野フライス製作所,プライム（内国株式）,False
6136,オーエスジー,プライム（内国株式）,False
6137,小池酸素工業,スタンダード（内国株式）,False
6138,ダイジェット工業,スタンダード（内国株式）,False
6140,旭ダイヤモンド工業,プライム（内国株式）,False
6141,ＤＭＧ森精機,プライム（内国株式）,False
6143,ソディック,プライム（内国株式）,False
6144,西部電機,スタンダード（内国株式）,False
6145,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,False
6146,ディスコ,プライム（内国株式）,True
6147,ヤマザキ,スタンダード（内国株式）,False
6149,小田原エンジニアリング,スタンダード（内国株式）,False
6150,タケダ機械,スタンダード（内国株式）,False
6151,日東工器,プライム（内国株式）,False
6155,高松機械工業,スタンダード（内国株式）,False
6156,エーワン精密,スタンダード（内国株式）,False
6157,日進工具,プライム（内国株式）,False
6158,和井田製作所,スタンダード（内国株式）,False
6159,ミクロン精密,スタンダード（内国株式）,False
6161,エスティック,スタンダード（内国株式）,False
6165,パンチ工業,スタンダード（内国株式）,False
6166,中村超硬,グロース（内国株式）,False
6167,冨士ダイス,プライム（内国株式）,False
6171,土木管理総合試験所,スタンダード（内国株式）,False
6173,アクアライン,グロース（内国株式）,False
6176,ブランジスタ,グロース（内国株式）,False
6177,ＡｐｐＢａｎｋ,グロース（内国株式）,False
6178,日本郵政,プライム（内国株式）,True
6180,ＧＭＯメディア,グロース（内国株式）,False
6181,タメニー,グロース（内国株式）,False
6182,メタリアル,グロース（内国株式）,False
6183,ベルシステム２４ホールディングス,プライム（内国株式）,False
6184,鎌倉新書,プライム（内国株式）,False
6185,ＳＭＮ,スタンダード（内国株式）,False
6186,一蔵,スタンダード（内国株式）,False
6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード（内国株式）,False
6190,フェニックスバイオ,グロース（内国株式）,False
6191,エアトリ,プライム（内国株式）,False
6193,バーチャレクス・ホールディングス,グロース（内国株式）,False
6194,アトラエ,プライム（内国株式）,False
6195,ホープ,グロース（内国株式）,False
6196,ストライク,プライム（内国株式）,False
6197,ソラスト,プライム（内国株式）,False
6198,キャリア,グロース（内国株式）,False
6199,セラク,スタンダード（内国株式）,False
6200,インソース,プライム（内国株式）,False
6201,豊田自動織機,プライム（内国株式）,False
6203,豊和工業,スタンダード（内国株式）,False
6208,石川製作所,スタンダード（内国株式）,False
6209,リケンＮＰＲ,プライム（内国株式）,False
6210,ＴＯＹＯイノベックス,スタンダード（内国株式）,False
6217,津田駒工業,スタンダード（内国株式）,False
6218,エンシュウ,スタンダード（内国株式）,False
6222,島精機製作所,プライム（内国株式）,False
6223,西部技研,スタンダード（内国株式）,False
6224,ＪＲＣ,グロース（内国株式）,False
6226,守谷輸送機工業,スタンダード（内国株式）,False
6227,ＡＩメカテック,スタンダード（内国株式）,False
6228,ジェイ・イー・ティ,スタンダード（内国株式）,False
6229,オーケーエム,スタンダード（内国株式）,False
6230,ＳＡＮＥＩ,スタンダード（内国株式）,False
6231,木村工機,スタンダード（内国株式）,False
6232,ＡＣＳＬ,グロース（内国株式）,False
6233,ＫＬＡＳＳ,スタンダード（内国株式）,False
6235,オプトラン,プライム（内国株式）,False
6237,イワキポンプ,プライム（内国株式）,False
6238,フリュー,プライム（内国株式）,False
6239,ナガオカ,スタンダード（内国株式）,False
6240,ヤマシンフィルタ,プライム（内国株式）,False
6245,ヒラノテクシード,スタンダード（内国株式）,False
6246,テクノスマート,スタンダード（内国株式）,False
6247,日阪製作所,プライム（内国株式）,False
6248,横田製作所,スタンダード（内国株式）,False
6249,ゲームカード・ジョイコホールディングス,スタンダード（内国株式）,False
6250,やまびこ,プライム（内国株式）,False
6254,野村マイクロ・サイエンス,プライム（内国株式）,False
6255,エヌ・ピー・シー,グロース（内国株式）,False
6257,藤商事,スタンダード（内国株式）,False
6258,平田機工,プライム（内国株式）,False
6262,ＰＥＧＡＳＵＳ,スタンダード（内国株式）,False
6264,マルマエ,プライム（内国株式）,False
6265,コンバム,スタンダード（内国株式）,False
6266,タツモ,プライム（内国株式）,False
6267,ゼネラルパッカー,スタンダード（内国株式）,False
6268,ナブテスコ,プライム（内国株式）,False
6269,三井海洋開発,プライム（内国株式）,False
6272,レオン自動機,プライム（内国株式）,False
6273,ＳＭＣ,プライム（内国株式）,True
6276,シリウスビジョン,スタンダード（内国株式）,False
6277,ホソカワミクロン,プライム（内国株式）,False
6278,ユニオンツール,プライム（内国株式）,False
6279,瑞光,プライム（内国株式）,False
6282,オイレス工業,プライム（内国株式）,False
6284,日精エー・エス・ビー機械,プライム（内国株式）,False
6286,靜甲,スタンダード（内国株式）,False
6287,サトー,プライム（内国株式）,False
6289,技研製作所,プライム（内国株式）,False
6291,日本エアーテック,スタンダード（内国株式）,False
6292,カワタ,スタンダード（内国株式）,False
6293,日精樹脂工業,プライム（内国株式）,False
6294,オカダアイヨン,プライム（内国株式）,False
6297,鉱研工業,スタンダード（内国株式）,False
6298,ワイエイシイホールディングス,プライム（内国株式）,False
6301,小松製作所,プライム（内国株式）,True
6302,住友重機械工業,プライム（内国株式）,True
6305,日立建機,プライム（内国株式）,True
6306,日工,プライム（内国株式）,False
6307,サンセイ,スタンダード（内国株式）,False
6309,巴工業,プライム（内国株式）,False
6310,井関農機,プライム（内国株式）,False
6312,フロイント産業,スタンダード（内国株式）,False
6315,ＴＯＷＡ,プライム（内国株式）,False
6316,丸山製作所,スタンダード（内国株式）,False
6317,北川鉄工所,スタンダード（内国株式）,False
6322,タクミナ,スタンダード（内国株式）,False
6323,ローツェ,プライム（内国株式）,False
6324,ハーモニック・ドライブ・システムズ,スタンダード（内国株式）,False
6325,タカキタ,スタンダード（内国株式）,False
6326,クボタ,プライム（内国株式）,True
6327,北川精機,スタンダード（内国株式）,False
6328,荏原実業,プライム（内国株式）,False
6330,東洋エンジニアリング,プライム（内国株式）,False
6331,三菱化工機,プライム（内国株式）,False
6332,月島ホールディングス,プライム（内国株式）,False
6333,帝国電機製作所,プライム（内国株式）,False
6334,明治機械,スタンダード（内国株式）,False
6335,東京機械製作所,スタンダード（内国株式）,False
6336,石井表記,スタンダード（内国株式）,False
6337,テセック,スタンダード（内国株式）,False
6338,タカトリ,スタンダード（内国株式）,False
6339,新東工業,プライム（内国株式）,False
6340,澁谷工業,プライム（内国株式）,False
6342,太平製作所,スタンダード（内国株式）,False
6343,フリージア・マクロス,スタンダード（内国株式）,False
6345,アイチ　コーポレーション,プライム（内国株式）,False
6346,キクカワエンタープライズ,スタンダード（内国株式）,False
6347,プラコー,スタンダード（内国株式）,False
6349,小森コーポレーション,プライム（内国株式）,False
6351,鶴見製作所,プライム（内国株式）,False
6356,日本ギア工業,スタンダード（内国株式）,False
6357,三精テクノロジーズ,スタンダード（内国株式）,False
6358,酒井重工業,プライム（内国株式）,False
6360,東京自働機械製作所,スタンダード（内国株式）,False
6361,荏原製作所,プライム（内国株式）,True
6363,酉島製作所,プライム（内国株式）,False
6364,ＡＩＲＭＡＮ,プライム（内国株式）,False
6365,電業社機械製作所,スタンダード（内国株式）,False
6366,千代田化工建設,スタンダード（内国株式）,False
6367,ダイキン工業,プライム（内国株式）,True
6368,オルガノ,プライム（内国株式）,False
6369,トーヨーカネツ,プライム（内国株式）,False
6370,栗田工業,プライム（内国株式）,False
6371,椿本チエイン,プライム（内国株式）,False
6373,大同工業,スタンダード（内国株式）,False
6376,日機装,プライム（内国株式）,False
6378,木村化工機,スタンダード（内国株式）,False
6379,レイズネクスト,プライム（内国株式）,False
6380,オリエンタルチエン工業,スタンダード（内国株式）,False
6381,アネスト岩田,プライム（内国株式）,False
6382,トリニティ工業,スタンダード（内国株式）,False
6383,ダイフク,プライム（内国株式）,False
6384,昭和真空,スタンダード（内国株式）,False
6387,サムコ,プライム（内国株式）,False
6390,加藤製作所,プライム（内国株式）,False
6391,加地テック,スタンダード（内国株式）,False
6392,ヤマダコーポレーション,スタンダード（内国株式）,False
6393,油研工業,スタンダード（内国株式）,False
6395,タダノ,プライム（内国株式）,False
6396,宇野澤組鐵工所,スタンダード（内国株式）,False
6400,不二精機,スタンダード（内国株式）,False
6402,兼松エンジニアリング,スタンダード（内国株式）,False
6403,水道機工,スタンダード（内国株式）,False
6405,鈴茂器工,スタンダード（内国株式）,False
6406,フジテック,プライム（内国株式）,False
6407,ＣＫＤ,プライム（内国株式）,False
6408,小倉クラッチ,スタンダード（内国株式）,False
6411,中野冷機,スタンダード（内国株式）,False
6412,平和,プライム（内国株式）,False
6413,理想科学工業,プライム（内国株式）,False
6416,桂川電機,スタンダード（内国株式）,False
6417,ＳＡＮＫＹＯ,プライム（内国株式）,False
6418,日本金銭機械,プライム（内国株式）,False
6419,マースグループホールディングス,プライム（内国株式）,False
6420,ガリレイ,プライム（内国株式）,False
6424,高見沢サイバネティックス,スタンダード（内国株式）,False
6425,ユニバーサルエンターテインメント,スタンダード（内国株式）,False
6428,オーイズミ,スタンダード（内国株式）,False
6430,ダイコク電機,プライム（内国株式）,False
6432,竹内製作所,プライム（内国株式）,False
6433,ヒーハイスト,スタンダード（内国株式）,False
6436,アマノ,プライム（内国株式）,False
6440,ＪＵＫＩ,プライム（内国株式）,False
6444,サンデン,スタンダード（内国株式）,False
6445,ジャノメ,プライム（内国株式）,False
6448,ブラザー工業,プライム（内国株式）,False
6454,マックス,プライム（内国株式）,False
6455,モリタホールディングス,プライム（内国株式）,False
6457,グローリー,プライム（内国株式）,False
6458,新晃工業,プライム（内国株式）,False
6459,大和冷機工業,プライム（内国株式）,False
6460,セガサミーホールディングス,プライム（内国株式）,False
6463,ＴＰＲ,プライム（内国株式）,False
6464,ツバキ・ナカシマ,プライム（内国株式）,False
6465,ホシザキ,プライム（内国株式）,False
6466,ＴＶＥ,スタンダード（内国株式）,False
6467,ニチダイ,スタンダード（内国株式）,False
6469,放電精密加工研究所,スタンダード（内国株式）,False
6470,大豊工業,スタンダード（内国株式）,False
6471,日本精工,プライム（内国株式）,True
6472,ＮＴＮ,プライム（内国株式）,True
6473,ジェイテクト,プライム（内国株式）,True
6474,不二越,プライム（内国株式）,False
6479,ミネベアミツミ,プライム（内国株式）,True
6480,日本トムソン,プライム（内国株式）,False
6481,ＴＨＫ,プライム（内国株式）,False
6482,ＹＵＳＨＩＮ,スタンダード（内国株式）,False
6484,ＫＶＫ,スタンダード（内国株式）,False
6485,前澤給装工業,スタンダード（内国株式）,False
6486,イーグル工業,プライム（内国株式）,False
6488,ヨシタケ,スタンダード（内国株式）,False
6489,前澤工業,スタンダード（内国株式）,False
6490,ＰＩＬＬＡＲ,プライム（内国株式）,False
6492,岡野バルブ製造,スタンダード（内国株式）,False
6493,ＮＩＴＴＡＮ,スタンダード（内国株式）,False
6494,ＮＦＫホールディングス,スタンダード（内国株式）,False
6495,宮入バルブ製作所,スタンダード（内国株式）,False
6496,中北製作所,スタンダード（内国株式）,False
6497,ハマイ,スタンダード（内国株式）,False
6498,キッツ,プライム（内国株式）,False
6501,日立製作所,プライム（内国株式）,True
6503,三菱電機,プライム（内国株式）,True
6504,富士電機,プライム（内国株式）,True
6505,東洋電機製造,スタンダード（内国株式）,False
6506,安川電機,プライム（内国株式）,True
