銘柄コード,銘柄名,市場区分,日経225採否
6507,シンフォニアテクノロジー,プライム（内国株式）,False
6508,明電舎,プライム（内国株式）,False
6513,オリジン,スタンダード（内国株式）,False
6516,山洋電気,プライム（内国株式）,False
6517,デンヨー,プライム（内国株式）,False
6518,三相電機,スタンダード（内国株式）,False
6521,オキサイド,グロース（内国株式）,False
6522,アスタリスク,グロース（内国株式）,False
6523,ＰＨＣホールディングス,プライム（内国株式）,False
6524,湖北工業,スタンダード（内国株式）,False
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,False
6526,ソシオネクスト,プライム（内国株式）,True
6532,ベイカレント,プライム（内国株式）,True
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,False
6535,アイモバイル,プライム（内国株式）,False
6537,ＷＡＳＨハウス,グロース（内国株式）,False
6538,ディスラプターズ,スタンダード（内国株式）,False
6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,False
6540,船場,スタンダード（内国株式）,False
6542,ＦＣホールディングス,スタンダード（内国株式）,False
6543,日宣,スタンダード（内国株式）,False
6544,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,False
6545,インターネットインフィニティー,グロース（内国株式）,False
6546,フルテック,スタンダード（内国株式）,False
6547,グリーンズ,スタンダード（内国株式）,False
6548,旅工房,グロース（内国株式）,False
6549,ディーエムソリューションズ,スタンダード（内国株式）,False
6551,ツナググループ・ホールディングス,スタンダード（内国株式）,False
6552,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,False
6554,エスユーエス,グロース（内国株式）,False
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード（内国株式）,False
6557,ＡＩＡＩグループ,グロース（内国株式）,False
6558,クックビズ,グロース（内国株式）,False
6560,エル・ティー・エス,プライム（内国株式）,False
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,False
6562,ジーニー,グロース（内国株式）,False
6563,みらいワークス,グロース（内国株式）,False
6564,ミダックホールディングス,プライム（内国株式）,False
6565,ＡＢホテル,スタンダード（内国株式）,False
6566,要興業,スタンダード（内国株式）,False
6568,神戸天然物化学,グロース（内国株式）,False
6570,共和コーポレーション,スタンダード（内国株式）,False
6571,キュービーネットホールディングス,プライム（内国株式）,False
6572,オープングループ,プライム（内国株式）,False
6573,アジャイルメディア・ネットワーク,グロース（内国株式）,False
6574,コンヴァノ,グロース（内国株式）,False
6577,ベストワンドットコム,グロース（内国株式）,False
6578,コレックホールディングス,スタンダード（内国株式）,False
6579,ログリー,グロース（内国株式）,False
6580,ライトアップ,グロース（内国株式）,False
6584,三櫻工業,プライム（内国株式）,False
6586,マキタ,プライム（内国株式）,False
6588,東芝テック,プライム（内国株式）,False
6590,芝浦メカトロニクス,プライム（内国株式）,False
6592,マブチモーター,プライム（内国株式）,False
6594,ニデック,プライム（内国株式）,True
6597,ＨＰＣシステムズ,グロース（内国株式）,False
6599,エブレン,スタンダード（内国株式）,False
6612,バルミューダ,グロース（内国株式）,False
6613,ＱＤレーザ,グロース（内国株式）,False
6614,シキノハイテック,スタンダード（内国株式）,False
6615,ユー・エム・シー・エレクトロニクス,プライム（内国株式）,False
6616,トレックス・セミコンダクター,プライム（内国株式）,False
6617,東光高岳,プライム（内国株式）,False
6619,ダブル・スコープ,プライム（内国株式）,False
6620,宮越ホールディングス,プライム（内国株式）,False
6622,ダイヘン,プライム（内国株式）,False
6625,ＪＡＬＣＯホールディングス,スタンダード（内国株式）,False
6626,ＳＥＭＩＴＥＣ,スタンダード（内国株式）,False
6627,テラプローブ,スタンダード（内国株式）,False
6629,テクノホライゾン,スタンダード（内国株式）,False
6630,ヤーマン,プライム（内国株式）,False
6632,ＪＶＣケンウッド,プライム（内国株式）,False
6633,ＣＧＳホールディングス,スタンダード（内国株式）,False
6634,ネクスグループ,スタンダード（内国株式）,False
6635,大日光・エンジニアリング,スタンダード（内国株式）,False
6637,寺崎電気産業,スタンダード（内国株式）,False
6638,ミマキエンジニアリング,プライム（内国株式）,False
6643,戸上電機製作所,スタンダード（内国株式）,False
6644,大崎電気工業,プライム（内国株式）,False
6645,オムロン,プライム（内国株式）,True
6647,森尾電機,スタンダード（内国株式）,False
6648,かわでん,スタンダード（内国株式）,False
6651,日東工業,プライム（内国株式）,False
6652,ＩＤＥＣ,プライム（内国株式）,False
6653,正興電機製作所,プライム（内国株式）,False
6654,不二電機工業,スタンダード（内国株式）,False
6656,インスペック,スタンダード（内国株式）,False
6658,シライ電子工業,スタンダード（内国株式）,False
6659,メディアリンクス,スタンダード（内国株式）,False
6662,ユビテック,スタンダード（内国株式）,False
6663,太洋テクノレックス,スタンダード（内国株式）,False
6664,オプトエレクトロニクス,スタンダード（内国株式）,False
6666,リバーエレテック,スタンダード（内国株式）,False
6668,アドテック　プラズマ　テクノロジー,スタンダード（内国株式）,False
6670,ＭＣＪ,スタンダード（内国株式）,False
6674,ジーエス・ユアサ　コーポレーション,プライム（内国株式）,True
6675,サクサ,スタンダード（内国株式）,False
6676,ＢＵＦＦＡＬＯ,スタンダード（内国株式）,False
6677,エスケーエレクトロニクス,スタンダード（内国株式）,False
6678,テクノメディカ,スタンダード（内国株式）,False
6694,ズーム,スタンダード（内国株式）,False
6696,トラース・オン・プロダクト,グロース（内国株式）,False
6699,ダイヤモンドエレクトリックホールディングス,プライム（内国株式）,False
6701,日本電気,プライム（内国株式）,True
6702,富士通,プライム（内国株式）,True
6703,沖電気工業,プライム（内国株式）,False
6706,電気興業,プライム（内国株式）,False
6707,サンケン電気,プライム（内国株式）,False
6718,アイホン,プライム（内国株式）,False
6721,ウインテスト,スタンダード（内国株式）,False
